place,team,year,BA,OBP,SLG,OPS,BAbip
home,SD,2016,0.242,0.308,0.39299999999999996,0.701,0.297
away,SD,2016,0.22899999999999998,0.29,0.387,0.677,0.285
home,SD,2017,0.23399999999999999,0.306,0.39399999999999996,0.7,0.287
away,SD,2017,0.233,0.293,0.39299999999999996,0.685,0.287
home,SD,2018,0.231,0.303,0.37799999999999995,0.682,0.28600000000000003
away,SD,2018,0.239,0.29100000000000004,0.382,0.6729999999999999,0.301
home,SD,2019,0.22699999999999998,0.302,0.387,0.6890000000000001,0.281
away,SD,2019,0.248,0.313,0.431,0.7440000000000001,0.305
home,OAK,2013,0.248,0.32299999999999995,0.40700000000000003,0.73,0.281
away,OAK,2013,0.26,0.33,0.43,0.76,0.297
home,OAK,2014,0.255,0.335,0.397,0.732,0.28800000000000003
away,OAK,2014,0.23399999999999999,0.304,0.365,0.67,0.26899999999999996
home,OAK,2015,0.257,0.316,0.397,0.713,0.293
away,OAK,2015,0.245,0.308,0.39299999999999996,0.701,0.28300000000000003
home,OAK,2016,0.23600000000000002,0.29100000000000004,0.36700000000000005,0.6579999999999999,0.26899999999999996
away,OAK,2016,0.255,0.316,0.42100000000000004,0.737,0.29100000000000004
home,OAK,2017,0.256,0.327,0.47100000000000003,0.7979999999999999,0.299
away,OAK,2017,0.237,0.312,0.402,0.7140000000000001,0.289
home,OAK,2018,0.24100000000000002,0.32,0.41200000000000003,0.732,0.285
away,OAK,2018,0.262,0.331,0.46399999999999997,0.795,0.302
home,OAK,2019,0.247,0.33,0.44799999999999995,0.778,0.275
away,OAK,2019,0.25,0.325,0.44799999999999995,0.773,0.28800000000000003
home,CHC,2012,.245,.313,.388,.701,.290
away,CHC,2012,.235,.291,.368,.659,.281
home,STL,2012,.285,.346,.440,.786,.331
away,STL,2012,.258,.329,.402,.731,.302
home,MIN,2012,.274,.343,.415,.757,.310
away,MIN,2012,.247,.307,.367,.674,.287
home,HOU,2012,.239,.313,.385,.698,.292
away,HOU,2012,.233,.290,.358,.648,.284
home,NYY,2012,.266,.338,.469,.807,.289
away,NYY,2012,.264,.336,.438,.774,.297
home,BOS,2012,.279,.335,.453,.788,.322
away,BOS,2012,.242,.295,.376,.671,.280
home,ANA,2012,.272,.325,.428,.753,.306
away,ANA,2012,.276,.337,.437,.774,.316
home,PHI,2012,.253,.318,.404,.722,.283
away,PHI,2012,.257,.315,.396,.711,.297
home,MIL,2012,.266,.337,.472,.809,.302
away,MIL,2012,.253,.313,.403,.716,.296
home,CWS,2012,.268,.336,.458,.794,.300
away,CWS,2012,.243,.300,.387,.688,.279
home,SF,2012,.267,.328,.376,.705,.316
away,SF,2012,.271,.327,.415,.742,.314
home,COL,2012,.306,.367,.500,.867,.348
away,COL,2012,.241,.291,.371,.662,.292
home,CLE,2012,.249,.322,.377,.699,.287
away,CLE,2012,.252,.325,.386,.711,.288
home,PIT,2012,.235,.294,.376,.670,.280
away,PIT,2012,.250,.313,.412,.725,.301
home,WAS,2012,.267,.329,.433,.762,.306
away,WAS,2012,.256,.316,.422,.738,.311
home,KC,2012,.278,.328,.416,.744,.310
away,KC,2012,.252,.305,.385,.690,.293
home,BAL,2012,.258,.323,.454,.778,.289
away,BAL,2012,.237,.299,.381,.681,.283
home,LA,2012,.259,.327,.376,.703,.309
away,LA,2012,.245,.306,.371,.678,.287
home,TEX,2012,.285,.347,.473,.820,.315
away,TEX,2012,.261,.320,.420,.740,.297
home,TB,2012,.231,.314,.380,.694,.269
away,TB,2012,.248,.319,.407,.726,.297
home,SEA,2012,.220,.291,.331,.622,.263
away,SEA,2012,.247,.300,.403,.703,.287
home,NYM,2012,.242,.309,.370,.679,.291
away,NYM,2012,.256,.322,.400,.722,.304
home,MIA,2012,.249,.316,.378,.694,.299
away,MIA,2012,.239,.300,.386,.686,.280
home,DET,2012,.278,.342,.451,.793,.306
away,DET,2012,.258,.327,.395,.722,.307
home,CIN,2012,.256,.325,.436,.761,.299
away,CIN,2012,.247,.306,.387,.693,.293
home,ARI,2012,.264,.333,.435,.769,.313
away,ARI,2012,.255,.323,.402,.725,.301
home,ATL,2012,.249,.329,.396,.724,.301
away,ATL,2012,.245,.311,.383,.694,.290
home,TOR,2012,.249,.317,.423,.740,.284
away,TOR,2012,.242,.302,.391,.693,.278
home,SD,2012,.244,.318,.367,.685,.300
away,SD,2012,.249,.321,.392,.713,.295
home,OAK,2012,.235,.311,.392,.703,.275
away,OAK,2012,.241,.310,.415,.724,.288
